datetime,power
2023-12-13 09:19:18+00:00,0.282017
2023-12-13 09:19:19+00:00,0.278587
2023-12-13 09:19:20+00:00,0.282986
2023-12-13 09:19:21+00:00,0.282656
2023-12-13 09:19:22+00:00,0.282712
2023-12-13 09:19:23+00:00,0.277404
2023-12-13 09:19:24+00:00,0.284867
2023-12-13 09:19:25+00:00,0.282622
2023-12-13 09:19:26+00:00,0.282369
2023-12-13 09:19:27+00:00,0.27687
2023-12-13 09:19:28+00:00,0.282994
2023-12-13 09:19:29+00:00,0.283306
2023-12-13 09:19:30+00:00,0.281377
2023-12-13 09:19:31+00:00,0.276931
2023-12-13 09:19:32+00:00,0.284913
2023-12-13 09:19:33+00:00,0.281965
2023-12-13 09:19:34+00:00,1.293601
2023-12-13 09:19:35+00:00,0.772225
2023-12-13 09:19:36+00:00,0.656109
2023-12-13 09:19:37+00:00,0.615076
2023-12-13 09:19:38+00:00,0.616962
2023-12-13 09:19:39+00:00,0.603666
2023-12-13 09:19:40+00:00,0.656659
2023-12-13 09:19:41+00:00,0.620961
2023-12-13 09:19:42+00:00,0.677647
2023-12-13 09:19:43+00:00,0.586533
2023-12-13 09:19:44+00:00,0.402125
2023-12-13 09:19:45+00:00,0.395092
2023-12-13 09:19:46+00:00,0.407234
2023-12-13 09:19:47+00:00,0.397642
2023-12-13 09:19:48+00:00,0.394532
2023-12-13 09:19:49+00:00,0.709924
2023-12-13 09:19:50+00:00,0.811451
2023-12-13 09:19:51+00:00,0.771314
2023-12-13 09:19:52+00:00,0.764528
2023-12-13 09:19:53+00:00,0.769902
2023-12-13 09:19:54+00:00,0.781489
2023-12-13 09:19:55+00:00,0.760444
2023-12-13 09:19:56+00:00,0.759267
2023-12-13 09:19:57+00:00,0.754797
2023-12-13 09:19:58+00:00,0.375802
2023-12-13 09:19:59+00:00,0.37344
2023-12-13 09:20:00+00:00,0.380748
2023-12-13 09:20:01+00:00,0.371192
2023-12-13 09:20:02+00:00,0.370408
2023-12-13 09:20:03+00:00,0.566003
2023-12-13 09:20:04+00:00,0.798445
2023-12-13 09:20:05+00:00,0.773653
2023-12-13 09:20:06+00:00,0.752982
2023-12-13 09:20:07+00:00,0.759342
2023-12-13 09:20:08+00:00,0.754542
2023-12-13 09:20:09+00:00,0.747674
2023-12-13 09:20:10+00:00,0.759667
2023-12-13 09:20:11+00:00,0.741274
2023-12-13 09:20:12+00:00,0.528271
2023-12-13 09:20:13+00:00,0.362277
2023-12-13 09:20:14+00:00,0.359872
2023-12-13 09:20:15+00:00,0.351452
2023-12-13 09:20:16+00:00,0.348844
2023-12-13 09:20:17+00:00,0.368231
2023-12-13 09:20:18+00:00,0.761438
2023-12-13 09:20:19+00:00,0.789041
2023-12-13 09:20:20+00:00,0.763367
2023-12-13 09:20:21+00:00,0.734979
2023-12-13 09:20:22+00:00,0.750823
